Ctrl_Mock_R1_Cell	Ctrl_Mock_R2_Cell	Ctrl_48hpi_R1_Cell	Brf1_Mock_R1_Cell	Brf1_Mock_R2_Cell	Brf1_48hpi_R1_Cell	Brf1_48hpi_R2_Cell	Ctrl_48hpi_R2_Cell
ENSMUSG00000026468.14	0	0	0	2	0	1	0	0
ENSMUSG00000026469.14	127	135	96	269	142	79	78	63
ENSMUSG00000026470.14	292	218	148	264	268	223	260	74
ENSMUSG00000026471.14	50	34	15	62	54	14	16	3
ENSMUSG00000026473.16	144	138	78	115	138	104	127	49
ENSMUSG00000026475.7	1	2	2	13	7	23	37	2
ENSMUSG00000026478.14	70	97	135	168	64	252	118	100
ENSMUSG00000026479.13	4	0	2	0	1	2	7	0
ENSMUSG00000026480.12	755	796	662	474	497	483	581	277
ENSMUSG00000026482.13	269	242	165	205	127	55	57	141
ENSMUSG00000026483.13	922	774	617	1294	904	579	551	397
ENSMUSG00000026484.13	282	204	144	174	202	130	134	48
ENSMUSG00000026489.13	66	50	29	85	46	38	62	33
ENSMUSG00000026491.13	40	62	62	76	56	36	52	40
ENSMUSG00000026492.11	51	66	42	34	50	18	10	10
ENSMUSG00000026495.8	6	4	3	8	0	2	2	2
ENSMUSG00000026496.11	745	455	311	765	596	224	230	276
ENSMUSG00000026497.7	1	2	0	1	1	0	2	2
ENSMUSG00000026499.5	10	12	8	17	8	6	6	3
ENSMUSG00000026500.6	3	6	6	2	2	2	5	0
ENSMUSG00000026502.13	40	64	70	78	53	41	24	15
ENSMUSG00000026504.17	204	164	203	120	143	102	116	50
ENSMUSG00000026509.15	2715	1811	1528	1445	1289	883	859	926
ENSMUSG00000026510.10	93	41	54	99	55	59	43	57
ENSMUSG00000026511.7	138	188	127	45	71	69	52	32
ENSMUSG00000026516.8	117	85	100	127	105	53	58	33
ENSMUSG00000026519.16	181	148	92	230	178	97	102	96
ENSMUSG00000026520.8	72	145	84	46	67	120	120	34
ENSMUSG00000026525.9	25	18	18	5	9	13	17	5
ENSMUSG00000026526.14	180	244	171	89	124	83	121	64
ENSMUSG00000026527.13	0	0	0	2	0	1	0	0
ENSMUSG00000026532.7	0	0	0	0	0	4	0	0
ENSMUSG00000026536.9	823	915	1719	289	316	634	867	411
ENSMUSG00000026544.6	6	9	5	5	6	7	7	3
ENSMUSG00000026546.16	4	2	5	2	5	2	2	2
ENSMUSG00000026547.15	592	1000	643	266	331	941	941	322
ENSMUSG00000026547.15_ENSMUSG00000037995.15	4	15	6	3	5	3	0	4
ENSMUSG00000026548.4	76	128	202	43	61	263	219	65
ENSMUSG00000026548.4_ENSMUSG00000037995.15	9	0	3	8	1	7	9	8
ENSMUSG00000026553.17	2727	1991	1598	3620	2382	1362	1299	1377
ENSMUSG00000026554.15	732	485	372	674	542	257	285	277
ENSMUSG00000026556.15	7	5	5	2	7	1	4	1
ENSMUSG00000026558.13	134	99	74	32	35	24	30	54
ENSMUSG00000026563.13	183	131	112	106	113	82	99	37
ENSMUSG00000026565.18	36	30	29	21	27	16	16	9
ENSMUSG00000026566.15	93	66	53	39	47	71	51	25
ENSMUSG00000026568.6	14	10	14	8	5	21	9	6
ENSMUSG00000026571.12	132	99	114	99	77	72	61	63
ENSMUSG00000026575.15	15	19	15	11	11	9	7	3
ENSMUSG00000026577.13	69	87	59	44	46	25	57	21
ENSMUSG00000026578.6	34	34	43	24	26	15	16	11
ENSMUSG00000026579.8	0	0	0	1	1	1	0	0
ENSMUSG00000026580.16	1	4	0	3	2	0	4	1
ENSMUSG00000026581.14	0	0	0	5	4	0	1	0
ENSMUSG00000026582.6	0	0	0	0	0	3	5	0
ENSMUSG00000026584.14	174	117	108	189	139	87	80	57
ENSMUSG00000026585.13	120	101	62	159	125	46	40	41
ENSMUSG00000026589.14	4	1	4	3	0	3	3	0
ENSMUSG00000026594.14	8	4	8	9	9	5	11	8
ENSMUSG00000026596.13	53	41	35	63	54	38	30	19
ENSMUSG00000026600.12	1635	1262	1031	2454	1951	1081	1100	563
ENSMUSG00000026603.13	124	159	129	66	92	70	93	34
ENSMUSG00000026605.14	62	46	142	54	37	25	23	22
ENSMUSG00000026608.13	114	72	46	104	89	27	35	42
ENSMUSG00000026611.17	0	0	0	2	0	3	0	0
ENSMUSG00000026615.14	572	481	707	665	490	435	444	174
ENSMUSG00000026617.16	277	192	140	160	145	91	106	73
ENSMUSG00000026618.11	333	243	173	315	265	99	139	131
ENSMUSG00000026622.15	185	128	96	149	136	83	94	88
ENSMUSG00000026623.16	20	46	63	47	42	27	23	17
ENSMUSG00000026626.11	27	28	29	29	28	10	12	10
ENSMUSG00000026627.7	1039	824	609	661	677	415	425	235
ENSMUSG00000026628.13	2307	2578	1595	1651	1853	2046	2738	701
ENSMUSG00000026632.17	7	11	12	11	5	6	7	1
ENSMUSG00000026634.16	171	150	123	134	128	71	75	38
ENSMUSG00000026637.13	0	0	0	1	1	0	0	0
ENSMUSG00000026639.18	1	0	0	1	0	0	0	0
ENSMUSG00000026640.12	41	33	40	115	81	78	81	38
ENSMUSG00000026641.13	116	151	72	92	113	109	134	56
ENSMUSG00000026641.13_ENSMUSG00000048865.16	2	0	0	0	0	0	0	0
ENSMUSG00000026643.16	38	33	42	29	36	17	29	13
ENSMUSG00000026646.16	6	2	3	1	2	3	6	2
ENSMUSG00000026648.18	214	188	234	203	174	87	93	65
ENSMUSG00000026648.18_ENSMUSG00000085043.1	2	1	0	2	2	0	1	0
ENSMUSG00000026650.15	1	0	0	0	2	0	0	0
ENSMUSG00000026655.15	292	197	176	238	242	130	141	86
ENSMUSG00000026656.15	254	323	512	245	230	378	405	167
ENSMUSG00000026657.17	157	122	152	306	160	111	116	113
ENSMUSG00000026659.13	30	40	28	24	27	26	29	9
ENSMUSG00000026662.13	165	136	80	156	159	38	46	39
ENSMUSG00000026663.6	455	427	286	753	532	268	306	304
ENSMUSG00000026664.7	142	196	169	72	77	94	100	39
ENSMUSG00000026664.7_ENSMUSG00000086670.1	0	0	1	0	0	0	0	1
ENSMUSG00000026667.14	182	264	239	560	250	211	152	119
ENSMUSG00000026669.14	168	107	132	103	68	54	63	69
ENSMUSG00000026670.15	154	154	154	92	68	83	70	49
ENSMUSG00000026672.11	98	89	65	99	92	77	121	23
ENSMUSG00000026675.12	130	125	47	62	26	20	18	26
ENSMUSG00000026679.3	1	2	1	0	0	0	0	0
ENSMUSG00000026683.14	153	143	120	40	55	39	38	24
ENSMUSG00000026687.14	1216	1009	672	810	778	401	529	243
ENSMUSG00000026688.5	28	30	25	9	15	25	18	20
ENSMUSG00000026694.19	54	44	27	87	71	48	24	23
ENSMUSG00000026696.15	98	147	102	48	73	55	59	19
ENSMUSG00000026698.8	37	65	28	20	24	29	26	10
ENSMUSG00000026700.4	5	4	11	1	4	10	13	5
ENSMUSG00000026701.15	192	260	238	131	151	303	331	69
ENSMUSG00000026705.16	115	63	58	155	111	61	47	43
ENSMUSG00000026707.15	20	14	13	11	18	14	13	5
ENSMUSG00000026708.16	57	57	57	27	17	16	21	11
ENSMUSG00000026709.10	121	85	59	53	48	27	20	30
ENSMUSG00000026712.3	3049	2587	1738	4803	2785	1026	991	1244
ENSMUSG00000026712.3_ENSMUSG00000036949.16	1	1	3	3	0	2	3	2
ENSMUSG00000026718.17	265	195	167	207	156	107	129	85
ENSMUSG00000026721.16	41	28	25	36	27	12	18	7
ENSMUSG00000026723.10	11	17	8	11	9	7	6	1
ENSMUSG00000026725.17	3	3	3	0	0	8	4	2
ENSMUSG00000026727.10	764	983	627	311	417	383	392	183
ENSMUSG00000026728.9	2213	2401	1967	968	968	1125	1461	847
ENSMUSG00000026730.12	36	27	36	14	19	15	14	9
ENSMUSG00000026736.2	2	0	0	3	2	0	3	0
ENSMUSG00000026737.12	224	269	264	369	263	135	135	86
ENSMUSG00000026739.13	46	52	79	55	48	45	28	21
ENSMUSG00000026740.12	73	54	118	49	56	61	65	28
ENSMUSG00000026743.16	30	32	42	35	16	23	15	10
ENSMUSG00000026748.13	272	230	117	513	467	71	75	72
ENSMUSG00000026749.11	331	283	210	368	330	227	239	69
ENSMUSG00000026750.6	13	35	26	12	16	33	36	15
ENSMUSG00000026753.5	392	359	274	402	302	134	165	128
ENSMUSG00000026754.16	38	26	34	43	25	11	16	9
ENSMUSG00000026755.14	34	70	59	16	26	52	31	14
ENSMUSG00000026761.12	166	133	139	116	107	79	69	49
ENSMUSG00000026764.15	23	16	13	29	23	10	15	14
ENSMUSG00000026766.16	133	237	183	67	76	95	99	57
ENSMUSG00000026767.12	119	109	125	44	56	37	59	45
ENSMUSG00000026768.10	10	18	22	16	12	12	10	13
ENSMUSG00000026770.5	1	1	0	0	0	0	0	0
ENSMUSG00000026771.14	13	14	23	27	14	19	7	2
ENSMUSG00000026773.19	176	121	145	90	73	817	731	109
ENSMUSG00000026775.9	346	286	332	263	227	103	111	82
ENSMUSG00000026779.6	94	67	111	93	78	42	35	43
ENSMUSG00000026781.17	654	492	432	620	450	174	166	160
ENSMUSG00000026782.15	64	51	56	143	85	34	39	17
ENSMUSG00000026784.14	19	28	30	4	9	14	13	6
ENSMUSG00000026785.14	44	27	26	29	25	19	16	12
ENSMUSG00000026786.14	1053	725	506	632	715	329	340	212
ENSMUSG00000026788.13	163	97	84	96	97	66	81	57
ENSMUSG00000026790.19	121	109	29	130	113	23	58	72
ENSMUSG00000026791.14	164	196	103	96	122	80	81	41
ENSMUSG00000026792.16	86	60	50	114	67	50	46	39
ENSMUSG00000026796.16	3245	2134	1784	2649	1928	1779	1585	1280
ENSMUSG00000026797.16	315	184	122	220	186	91	110	111
ENSMUSG00000026798.10	11	14	9	1	1	13	6	7
ENSMUSG00000026799.15	23	43	27	27	36	41	37	6
ENSMUSG00000026803.17	17	12	15	22	14	19	11	4
ENSMUSG00000026806.15	135	84	70	106	81	35	46	33
ENSMUSG00000026807.8	3	1	1	1	10	2	2	1
ENSMUSG00000026809.15	0	0	0	0	0	0	3	0
ENSMUSG00000026810.12	19	41	35	11	31	20	19	10
ENSMUSG00000026811.18	79	67	51	74	61	29	38	27
ENSMUSG00000026812.16	47	38	30	87	55	48	38	25
ENSMUSG00000026814.16	318	234	267	427	327	272	282	225
ENSMUSG00000026815.14	0	1	4	0	0	0	1	2
ENSMUSG00000026816.14	134	94	76	47	48	49	53	38
ENSMUSG00000026817.14	33	23	17	16	21	16	13	7
ENSMUSG00000026819.15	140	84	83	135	123	85	57	47
ENSMUSG00000026820.5	5	17	18	7	6	27	14	7
ENSMUSG00000026821.16	722	551	463	505	430	638	529	302
ENSMUSG00000026825.17	0	1	0	0	0	1	0	0
ENSMUSG00000026826.13	128	103	91	4	4	26	27	31
ENSMUSG00000026827.12	91	83	109	67	57	52	77	31
ENSMUSG00000026829.9	2	2	2	0	0	0	1	0
ENSMUSG00000026832.12	312	284	310	88	80	91	133	92
ENSMUSG00000026833.18	12	11	8	8	7	1	2	3
ENSMUSG00000026836.15	21	15	10	15	8	16	8	5
ENSMUSG00000026842.16	144	126	83	347	209	87	74	79
ENSMUSG00000026843.15	276	190	156	273	252	83	90	79
ENSMUSG00000026848.14	251	160	143	195	195	81	94	82
ENSMUSG00000026849.18	116	203	89	65	72	103	106	41
ENSMUSG00000026851.9	116	186	141	47	75	80	78	31
ENSMUSG00000026851.9_ENSMUSG00000026849.18	0	1	4	1	1	0	0	0
ENSMUSG00000026853.15	376	249	222	327	271	169	153	140
ENSMUSG00000026854.16	61	40	28	73	52	19	23	36
ENSMUSG00000026856.14	99	71	42	52	54	25	31	20
ENSMUSG00000026857.9	35	60	23	11	20	38	35	10
ENSMUSG00000026858.18	42	33	26	58	44	22	31	34
ENSMUSG00000026860.16	119	184	154	72	67	153	125	61
ENSMUSG00000026864.13	9265	7225	6691	3920	4189	3966	3875	2014
ENSMUSG00000026867.18	361	346	367	569	445	220	220	177
ENSMUSG00000026869.12	366	333	286	166	203	162	209	56
ENSMUSG00000026872.18	1019	864	811	1963	1028	505	464	459
ENSMUSG00000026873.9	36	22	29	32	25	32	33	22
ENSMUSG00000026875.14	148	142	162	47	59	313	333	78
ENSMUSG00000026878.17	479	570	383	362	395	306	265	134
ENSMUSG00000026879.14	8423	6106	6849	5065	4747	4428	4403	3795
ENSMUSG00000026880.11	2998	2111	1425	2414	2080	1171	1327	1062
ENSMUSG00000026883.17	2	0	2	3	3	0	3	1
ENSMUSG00000026885.13	0	1	4	1	1	0	0	0
ENSMUSG00000026887.9	16	23	26	10	13	24	11	8
ENSMUSG00000026889.12	160	137	130	120	167	90	94	32
ENSMUSG00000026893.4	39	15	23	18	12	10	13	10
ENSMUSG00000026895.7	25	36	28	4	13	48	23	18
ENSMUSG00000026896.14	564	389	566	475	325	490	494	267
ENSMUSG00000026914.15	260	337	299	108	150	134	179	91
ENSMUSG00000026915.16	0	1	2	1	1	3	4	2
ENSMUSG00000026917.15	206	124	123	124	115	90	78	66
ENSMUSG00000026918.16	47	68	62	44	44	55	54	27
ENSMUSG00000026921.19	0	0	1	0	0	2	1	0
ENSMUSG00000026922.13	7	29	29	22	17	21	15	7
ENSMUSG00000026923.15	21	25	11	34	22	32	28	20
ENSMUSG00000026924.17	139	111	91	283	174	135	124	131
ENSMUSG00000026925.16	102	55	31	123	103	48	43	44
ENSMUSG00000026926.14	809	639	552	523	520	357	374	244
ENSMUSG00000026927.17	514	456	260	281	325	111	176	105
ENSMUSG00000026928.14	101	93	57	51	57	37	40	38
ENSMUSG00000026930.15	40	34	32	46	40	27	24	23
ENSMUSG00000026932.14	265	242	175	269	275	132	124	94
ENSMUSG00000026932.14_ENSMUSG00000087679.2	4	0	3	5	3	2	1	2
ENSMUSG00000026933.17	11	21	23	41	12	24	19	9
ENSMUSG00000026938.10	132	334	164	29	32	104	101	60
ENSMUSG00000026939.12	12	14	6	3	5	15	12	7
ENSMUSG00000026942.13	78	91	81	47	53	134	148	31
ENSMUSG00000026944.18	23	19	32	55	35	34	11	19
ENSMUSG00000026946.9	38	70	83	10	15	49	43	17
ENSMUSG00000026955.13	18	18	34	10	10	9	15	9
ENSMUSG00000026956.15	1249	1780	1146	871	946	1144	1155	476
ENSMUSG00000026958.13	276	337	169	151	193	156	134	75
ENSMUSG00000026960.6	105	89	82	46	55	28	25	24
ENSMUSG00000026965.12	1323	966	808	1037	936	618	642	436
ENSMUSG00000026966.6	18	22	18	12	11	23	12	7
ENSMUSG00000026970.16	570	722	828	290	352	256	302	147
ENSMUSG00000026972.15	169	249	174	105	121	113	103	63
ENSMUSG00000026974.11	2	2	4	2	0	3	2	0
ENSMUSG00000026975.10	14	18	16	10	16	14	18	5
ENSMUSG00000026977.17	377	291	312	312	295	129	110	82
ENSMUSG00000026979.16	499	308	204	771	526	252	267	255
ENSMUSG00000026980.15	0	0	2	1	1	4	2	1
ENSMUSG00000026981.15	590	566	555	308	309	935	1164	167
ENSMUSG00000026986.14	94	133	83	54	69	35	41	21
ENSMUSG00000026987.16	69	66	76	64	73	46	34	22
ENSMUSG00000026988.15	46	21	18	18	17	13	6	7
ENSMUSG00000026991.20	30	23	37	31	19	30	13	22
ENSMUSG00000026994.9	6	2	16	1	2	5	3	5
ENSMUSG00000026999.14	43	62	56	20	23	40	39	14
ENSMUSG00000027001.10	15	19	14	13	11	6	11	2
ENSMUSG00000027002.13	1	1	0	2	0	0	1	0
ENSMUSG00000027006.13	739	553	435	545	469	190	207	205
ENSMUSG00000027007.16	359	438	446	700	326	367	262	286
ENSMUSG00000027009.18	127	114	93	327	184	47	98	88
ENSMUSG00000027010.16	282	180	234	162	170	112	133	111
ENSMUSG00000027011.14	53	97	75	40	47	73	55	11
ENSMUSG00000027012.15	1506	1091	1157	912	1023	700	787	393
ENSMUSG00000027014.14	75	64	73	100	86	53	37	25
ENSMUSG00000027018.11	153	196	259	41	72	88	102	48
ENSMUSG00000027022.14	0	0	0	0	0	2	0	0
ENSMUSG00000027030.15	0	0	0	0	0	2	0	0
ENSMUSG00000027035.10	242	248	288	564	315	214	196	163
ENSMUSG00000027067.16	783	674	620	430	446	341	360	200
ENSMUSG00000027068.6	140	100	63	101	96	41	38	50
ENSMUSG00000027071.14	0	0	0	2	0	1	2	0
ENSMUSG00000027074.14	101	88	137	41	54	67	69	51
ENSMUSG00000027076.10	6	0	6	3	1	2	3	2
ENSMUSG00000027078.14	390	677	533	78	123	397	374	200
ENSMUSG00000027079.15	69	64	57	46	46	58	91	19
ENSMUSG00000027080.6	38	37	34	13	27	25	29	18
ENSMUSG00000027082.15	66	60	38	41	27	26	21	9
ENSMUSG00000027086.16	6	12	2	19	14	1	5	8
ENSMUSG00000027087.11	487	496	617	1137	611	628	738	412
ENSMUSG00000027088.10	83	67	52	46	41	41	52	14
ENSMUSG00000027091.14	180	124	153	67	97	61	72	35
ENSMUSG00000027099.9	92	196	146	31	65	68	60	23
ENSMUSG00000027104.18	219	151	170	244	186	87	98	62
ENSMUSG00000027108.15	153	178	146	52	68	54	51	31
ENSMUSG00000027109.16	364	298	709	365	282	206	173	240
ENSMUSG00000027111.16	230	165	177	354	236	114	94	104
ENSMUSG00000027115.14	50	42	58	37	35	19	11	15
ENSMUSG00000027122.15	124	98	69	122	139	41	53	18
ENSMUSG00000027130.15	290	240	177	677	378	170	151	144
ENSMUSG00000027130.15_ENSMUSG00000096764.1	0	0	0	0	1	0	1	0
ENSMUSG00000027131.3	31	54	48	17	15	56	35	16
ENSMUSG00000027132.3	222	170	165	144	141	106	118	32
ENSMUSG00000027133.3	2	10	5	2	3	8	5	6
ENSMUSG00000027134.4	7	17	2	3	6	1	18	33
ENSMUSG00000027160.16	8	13	19	2	3	7	4	2
ENSMUSG00000027162.7	667	547	566	937	595	227	182	194
ENSMUSG00000027163.13	28	54	38	18	23	50	46	15
ENSMUSG00000027164.8	189	172	137	228	168	142	146	80
ENSMUSG00000027165.16	2	9	3	3	3	10	10	4
ENSMUSG00000027166.14	63	56	43	21	29	6	8	18
ENSMUSG00000027167.11	37	24	27	28	34	10	21	4
ENSMUSG00000027170.12	133	244	195	57	61	122	149	47
ENSMUSG00000027171.10	110	101	171	74	52	113	157	76
ENSMUSG00000027173.7	49	59	67	24	18	74	80	4
ENSMUSG00000027175.10	31	17	34	58	25	30	28	17
ENSMUSG00000027176.8	41	46	35	64	45	33	19	18
ENSMUSG00000027177.14	130	107	109	204	134	99	85	80
ENSMUSG00000027180.12	561	402	300	287	250	117	124	121
ENSMUSG00000027184.14	1853	1322	1242	2387	1800	993	946	806
ENSMUSG00000027185.15	106	79	59	151	101	48	58	42
ENSMUSG00000027187.10	2050	1673	1152	1579	1442	981	1078	522
ENSMUSG00000027189.16	25	24	39	73	42	29	13	10
ENSMUSG00000027193.12	1631	1211	1061	1735	1364	612	548	529
ENSMUSG00000027194.16	354	281	234	508	340	246	212	186
ENSMUSG00000027195.10	639	652	419	283	330	229	296	123
ENSMUSG00000027198.16	548	361	301	415	404	211	216	201
ENSMUSG00000027199.14	781	655	469	384	450	339	323	131
ENSMUSG00000027200.17	5	8	2	7	7	3	3	3
ENSMUSG00000027201.16	92	82	82	95	81	43	46	34
ENSMUSG00000027203.15	14	19	20	5	7	21	4	8
ENSMUSG00000027204.13	0	0	1	0	1	0	0	0
ENSMUSG00000027206.13	261	186	255	194	213	124	113	57
ENSMUSG00000027207.15	506	531	396	224	231	209	203	104
ENSMUSG00000027215.13	263	291	225	208	252	524	620	94
ENSMUSG00000027219.13	285	174	494	199	174	285	257	195
ENSMUSG00000027221.5_ENSMUSG00000085261.1	0	1	0	0	2	1	2	0
ENSMUSG00000027222.14	12	32	21	8	3	20	31	10
ENSMUSG00000027223.15	0	1	1	4	2	7	3	1
ENSMUSG00000027227.7	291	230	155	222	234	154	151	87
ENSMUSG00000027230.9	11	17	12	5	2	24	9	6
ENSMUSG00000027236.8	155	135	125	98	102	87	106	33
ENSMUSG00000027242.14	36	28	29	49	33	18	21	10
ENSMUSG00000027243.8	26	17	24	14	19	11	14	5
ENSMUSG00000027244.14	405	273	208	371	285	172	183	155
ENSMUSG00000027245.11	5	4	7	1	6	4	8	4
ENSMUSG00000027246.12	0	1	3	0	0	0	2	0
ENSMUSG00000027247.16	732	504	413	592	520	314	281	213
ENSMUSG00000027248.13	2663	2686	1813	1368	1561	986	1405	677
ENSMUSG00000027253.15	4	3	1	1	3	4	2	1
ENSMUSG00000027255.14	533	340	291	373	358	276	263	152
ENSMUSG00000027257.13	7	9	8	4	1	0	5	7
ENSMUSG00000027259.15	42	42	26	33	32	9	7	11
ENSMUSG00000027261.2	4	3	0	2	1	0	0	0
ENSMUSG00000027263.12	225	188	149	261	194	74	83	90
ENSMUSG00000027272.5	73	66	73	104	92	27	49	27
ENSMUSG00000027274.16	7	10	9	20	21	7	9	2
ENSMUSG00000027276.7	8	1	3	10	4	5	6	1
ENSMUSG00000027281.16	20	14	15	26	15	12	9	5
ENSMUSG00000027282.17	317	318	294	203	207	202	222	117
ENSMUSG00000027284.16	5	0	1	3	1	3	0	1
ENSMUSG00000027285.13	117	107	87	91	73	45	54	19
ENSMUSG00000027286.16	77	57	47	27	39	29	19	14
ENSMUSG00000027287.14	863	796	535	507	637	219	309	147
ENSMUSG00000027288.16	323	391	414	656	328	292	211	158
ENSMUSG00000027291.15	767	521	423	975	644	429	396	354
ENSMUSG00000027293.13	4960	4715	3283	3118	3213	2001	1963	1190
ENSMUSG00000027298.17	1	0	0	0	0	0	1	0
ENSMUSG00000027300.10	76	46	42	80	63	57	51	32
ENSMUSG00000027303.18	309	326	501	247	209	311	99	66
ENSMUSG00000027303.18_ENSMUSG00000027411.17	1	0	1	0	0	0	0	0
ENSMUSG00000027304.9	32	44	58	84	49	41	36	22
ENSMUSG00000027305.9	24	40	30	11	15	15	20	8
ENSMUSG00000027306.15	323	283	268	153	152	113	110	75
ENSMUSG00000027309.18	92	100	69	218	139	62	63	65
ENSMUSG00000027309.18_ENSMUSG00000089662.1	6	8	4	6	1	9	4	2
ENSMUSG00000027312.14	28	50	63	186	43	57	40	26
ENSMUSG00000027313.3	3	4	2	4	1	4	4	0
ENSMUSG00000027314.6	0	0	0	1	0	0	1	0
ENSMUSG00000027315.13	2	0	3	0	0	2	4	3
ENSMUSG00000027316.15	2	9	7	1	3	7	6	4
ENSMUSG00000027318.17	11	4	4	7	7	3	2	4
ENSMUSG00000027322.11	558	437	410	944	493	490	475	655
ENSMUSG00000027323.10	159	135	139	58	62	65	57	66
ENSMUSG00000027324.1	24	17	17	18	13	13	9	7
ENSMUSG00000027326.13	24	23	31	24	15	9	6	3
ENSMUSG00000027327.16	67	136	46	41	32	58	50	30
ENSMUSG00000027329.9	4	3	1	5	3	1	4	0
ENSMUSG00000027330.16	239	155	104	173	148	72	88	108
ENSMUSG00000027331.15	105	104	85	58	52	42	38	32
ENSMUSG00000027332.11	175	160	116	139	105	93	123	54
ENSMUSG00000027333.18	329	345	326	210	197	237	273	183
ENSMUSG00000027339.15	379	288	195	685	489	223	242	270
ENSMUSG00000027340.15	616	624	409	1422	695	330	270	351
ENSMUSG00000027341.10	151	192	132	66	101	72	78	34
ENSMUSG00000027342.14	358	550	412	158	269	254	297	181
ENSMUSG00000027342.14_ENSMUSG00000027341.10	0	1	0	2	3	0	0	1
ENSMUSG00000027344.14	0	1	0	1	0	1	2	1
ENSMUSG00000027346.15	455	328	359	345	284	190	205	119
ENSMUSG00000027347.18	0	1	2	0	0	14	7	2
ENSMUSG00000027349.5	3	7	3	4	5	1	0	0
ENSMUSG00000027351.14	174	175	200	260	151	129	79	75
ENSMUSG00000027353.14	61	38	56	37	26	12	18	15
ENSMUSG00000027357.16	3	5	5	1	2	3	3	1
ENSMUSG00000027358.6	14	14	12	221	204	81	86	17
ENSMUSG00000027360.5	5	6	13	3	1	6	8	6
ENSMUSG00000027361.15	146	111	92	80	78	76	71	36
ENSMUSG00000027363.15	877	626	586	1168	782	429	392	336
ENSMUSG00000027365.14	208	188	176	347	207	80	90	72
ENSMUSG00000027366.12	836	847	653	742	641	320	343	231
ENSMUSG00000027367.16	290	223	184	233	224	118	137	94
ENSMUSG00000027367.16_ENSMUSG00000034850.15	0	0	0	0	0	1	1	0
ENSMUSG00000027368.6	94	106	173	54	49	396	406	57
ENSMUSG00000027371.10	4	22	7	5	6	7	5	4
ENSMUSG00000027374.12	96	90	93	91	51	47	64	31
ENSMUSG00000027378.16	69	63	42	33	27	27	28	13
ENSMUSG00000027379.13	215	173	161	140	125	69	89	69
ENSMUSG00000027380.10	0	0	3	0	0	2	1	0
ENSMUSG00000027381.16	429	348	379	291	251	442	458	213
ENSMUSG00000027381.16_ENSMUSG00000027380.10	0	0	1	0	0	1	0	0
ENSMUSG00000027384.6	7	10	9	2	2	7	4	4
ENSMUSG00000027387.11	6	13	17	10	6	5	5	2
ENSMUSG00000027394.13	92	98	75	86	86	59	68	42
ENSMUSG00000027395.15	67	46	36	93	73	34	25	30
ENSMUSG00000027397.14	262	212	194	282	205	147	185	131
ENSMUSG00000027398.13	13	33	20	4	3	25	36	16
ENSMUSG00000027399.1	2	8	0	1	0	12	33	0
ENSMUSG00000027404.15	81	168	93	33	61	158	102	40
ENSMUSG00000027405.16	211	224	227	103	141	136	144	45
ENSMUSG00000027406.12	212	312	185	73	100	162	139	39
ENSMUSG00000027411.17	295	215	233	243	215	144	136	96
ENSMUSG00000027422.15	378	326	310	700	464	357	313	205
ENSMUSG00000027423.15	1467	1467	1145	1001	1077	548	624	351
ENSMUSG00000027424.11	51	49	47	48	57	32	43	20
ENSMUSG00000027425.18	90	69	90	114	74	58	43	33
ENSMUSG00000027427.13	63	51	38	68	47	30	19	16
ENSMUSG00000027428.9	98	69	49	54	56	20	30	11
ENSMUSG00000027429.16	789	536	481	421	424	341	320	225
ENSMUSG00000027430.12	9	11	11	8	4	17	11	4
ENSMUSG00000027433.5	548	467	451	497	424	224	214	213
ENSMUSG00000027435.8	1525	1479	956	3306	1847	1141	1062	640
ENSMUSG00000027438.14	7	15	19	14	6	9	12	4
ENSMUSG00000027439.9	172	111	72	221	171	72	64	63
ENSMUSG00000027439.9_ENSMUSG00000036992.10	0	0	0	2	0	0	0	0
ENSMUSG00000027447.6	838	902	1705	378	593	1799	1161	852
ENSMUSG00000027452.11	98	91	40	159	113	54	62	24
ENSMUSG00000027454.10	12	13	11	0	0	7	3	6
ENSMUSG00000027455.16	190	393	327	101	119	299	286	95
ENSMUSG00000027456.8	2	1	3	0	0	0	3	0
ENSMUSG00000027456.8_ENSMUSG00000032966.14	0	1	0	0	1	0	0	0
ENSMUSG00000027459.16	99	109	85	35	33	79	70	41
ENSMUSG00000027460.7	0	0	0	2	0	1	0	1
ENSMUSG00000027463.14	25	19	9	8	8	8	7	3
ENSMUSG00000027465.13	689	465	444	722	536	336	320	262
ENSMUSG00000027466.15	483	392	382	403	416	229	249	172
ENSMUSG00000027469.16	413	338	419	287	240	249	272	159
ENSMUSG00000027472.14	40	82	68	38	51	100	68	28
ENSMUSG00000027475.9	166	135	139	301	193	102	94	110
ENSMUSG00000027478.15	6	2	0	4	6	0	1	0
ENSMUSG00000027479.14	1401	1333	1286	962	927	714	787	359
ENSMUSG00000027487.11	18	25	25	18	9	14	11	9
ENSMUSG00000027488.12	45	52	42	60	47	39	42	21
ENSMUSG00000027489.15_ENSMUSG00000027490.17	2	1	2	1	3	0	2	3
ENSMUSG00000027490.17	189	165	202	103	99	156	111	57
ENSMUSG00000027495.4	101	88	52	83	85	30	29	35
ENSMUSG00000027496.15	174	213	180	83	92	105	114	60
ENSMUSG00000027498.14	186	173	166	139	151	122	110	59
ENSMUSG00000027499.12	2	2	1	0	3	0	1	0
ENSMUSG00000027502.11	992	938	680	770	756	573	625	233
ENSMUSG00000027506.15	2005	1733	1290	1040	1277	742	717	372
